"descrip","elapsed.time","mean","sd"
"L",1.84375,13.5031755792287,1.50079228523139
"L",2.85069444444444,91.7152012922902,3.99328226534485
"L",3.80902777777778,186.345892795928,2.65286394868216
"L",4.86111111111111,253.330040675971,3.11260184359501
"L",5.85902777777778,286.926877471037,3.82432002207272
"L",6.83958333333333,307.665260471576,4.12922962909019
"L",8.91666666666667,328.943344465138,4.71382674983638
"L",10.8784722222222,340.962905550257,4.62982612535432
"L",13.125,347.229054926119,4.98354271397727
"L",15.8541666666667,352.160263142493,5.12810096323605
"L",18.9097222222222,356.32467585504,5.82018930373763
"L",22.8611111111111,360.229587520984,6.25891189849099
"L",27.1458333333333,364.855125847165,5.96915483222275
"C",0,0,0
"C",0.840277777777778,70.4010994370304,3.36264805575597
"C",1.84375,176.538554029096,3.40830572745975
"C",2.85069444444444,292.891983042543,2.29537397189045
"C",3.80902777777778,361.724990389131,4.19887182974365
"C",4.86111111111111,399.913203519169,4.35395941515418
"C",5.85902777777778,422.134892190055,4.24588407342194
"C",6.83958333333333,437.613891773578,4.65762406339389
"C",8.91666666666667,457.581809649375,5.55521882371008
"C",10.8784722222222,473.45762506507,6.15944882873808
"C",13.125,481.642682603412,6.75690548772185
"C",15.8541666666667,489.862690172416,8.7659000169888
"C",18.9097222222222,496.658368860541,8.02615504400573
"C",22.8611111111111,503.80936949277,8.74135975725292
"C",27.1458333333333,508.920227821133,9.46261753348725
"L",0,0,0
"L",0.840277777777778,1.49880956759517,0.578988584613618
"L",1.84375,22.7021952794473,3.13533929244432
"L",2.85069444444444,110.760945055481,2.30352009871401
"L",3.80902777777778,203.111055938282,4.33091516112829
"L",4.86111111111111,260.351724364356,3.96842349676696
"L",5.85902777777778,286.333935238017,4.16725246667088
"L",6.83958333333333,303.167083254636,4.57732842267636
"L",8.91666666666667,324.526829696257,4.78390733806433
"L",10.8784722222222,338.5362072023,4.90079621504784
"L",13.125,344.527235404452,4.69142213253961
"L",15.8541666666667,350.412779384599,4.63892516562619
"L",18.9097222222222,354.611177680164,4.15926083717668
"L",22.8611111111111,359.890186484661,5.49649658237695
"L",27.1458333333333,363.866518465068,5.95298087682526
"C",0,0,0
"C",0.840277777777778,70.4010994370304,3.36264805575597
"C",1.84375,176.538554029096,3.40830572745979
"C",2.85069444444444,292.891983042543,2.29537397189051
"C",3.80902777777778,361.724990389131,4.19887182974358
"C",4.86111111111111,399.913203519169,4.35395941515421
"C",5.85902777777778,422.134892190055,4.24588407342186
"C",6.83958333333333,437.613891773578,4.65762406339399
"C",8.91666666666667,457.581809649375,5.55521882371001
"C",10.8784722222222,473.45762506507,6.15944882873802
"C",13.125,481.642682603412,6.75690548772186
"C",15.8541666666667,489.862690172416,8.76590001698873
"C",18.9097222222222,496.658368860541,8.02615504400563
"C",22.8611111111111,503.80936949277,8.74135975725313
"C",27.1458333333333,508.920227821133,9.46261753348739
"L",0,0,0
"L",0.840277777777778,1.49880956759517,0.578988584613618
"L",1.84375,22.7021952794473,3.13533929244434
"L",2.85069444444444,110.760945055481,2.30352009871403
"L",3.80902777777778,203.111055938282,4.33091516112827
"L",4.86111111111111,260.351724364356,3.96842349676698
"L",5.85902777777778,286.333935238017,4.16725246667085
"L",6.83958333333333,303.167083254636,4.57732842267625
"L",8.91666666666667,324.526829696257,4.78390733806433
"L",10.8784722222222,338.5362072023,4.9007962150479
"L",13.125,344.527235404452,4.69142213253971
"L",15.8541666666667,350.412779384599,4.63892516562615
"L",18.9097222222222,354.611177680164,4.15926083717668
"L",22.8611111111111,359.89018648466,5.49649658237692
"L",27.1458333333333,363.866518465068,5.95298087682517
"C",0,0,0
"C",0.840277777777778,79.8123398301456,2.46619267410468
"C",1.84375,190.608312854958,3.26279728150336
"C",2.85069444444444,298.645895124033,3.68515513726178
"C",3.80902777777778,361.261829856081,4.81868325144456
"C",4.86111111111111,398.112795335876,5.19266934727722
"C",5.85902777777778,419.782344109752,5.77888458382243
"C",6.83958333333333,435.573290663468,5.98271640206541
"C",8.91666666666667,456.192856360004,6.81418973825722
"C",10.8784722222222,470.139683757418,7.33079830036285
"C",13.125,479.56101357065,7.71186534705941
"C",15.8541666666667,488.328668940858,8.65177535795897
"C",18.9097222222222,495.162976395028,9.07291893726877
"C",22.8611111111111,502.657096133007,9.33915304403884
"C",27.1458333333333,508.920227821133,9.46261753348739
"L",0,0,0
"L",0.840277777777778,0.327796003981639,0.81992166294567
"L",1.84375,16.4164236021043,1.09910451353255
"L",2.85069444444444,97.6633150270845,2.95580333522585
"L",3.80902777777778,191.36643281679,2.68490283954445
"L",4.86111111111111,255.182148184485,3.14306547188027
"L",5.85902777777778,286.256173670166,3.79661531341054
"L",6.83958333333333,305.800559906216,4.19495391136216
"L",8.91666666666667,326.933613618997,4.6090226383646
"L",10.8784722222222,339.461022924086,4.60977268979892
"L",13.125,345.62656859704,4.80678062975569
"L",15.8541666666667,350.872997228847,4.93615683823791
"L",18.9097222222222,355.003065948161,5.25526062770759
"L",22.8611111111111,359.461128793032,5.98608197747847
"L",27.1458333333333,363.866518465068,5.95298087682522
"C",0,0,0
"C",0.840277777777778,70.1144785809154,3.11218843715632
"C",1.84375,176.825047439722,3.36950102940775
"C",2.85069444444444,294.25657356808,2.4933362095684
"C",3.80902777777778,362.9543079928,4.82139342086419
"C",4.86111111111111,401.68164049192,3.68513146584193
"C",5.85902777777778,423.297151500742,4.03314048064951
"C",6.83958333333333,439.382346158918,3.91168629476352
"C",8.91666666666667,459.721699192406,5.13697684330036
"C",10.8784722222222,474.316964277825,5.31112473692533
"C",13.125,483.378482975683,5.54312832412351
"C",15.8541666666667,491.12647172307,6.85496720057074
"C",18.9097222222222,497.045942788178,7.1212257477592
"C",22.8611111111111,504.499695744502,7.36059315456112
"C",27.1458333333333,509.711819720604,8.01602043574259
"L",0,0,0
"L",0.840277777777778,1.65891237900883,0.666232616126986
"L",1.84375,22.9904619893134,2.8814126185653
"L",2.85069444444444,111.369572044229,1.9101889725255
"L",3.80902777777778,204.360452911084,3.47664852955525
"L",4.86111111111111,262.017777941985,3.09961795062589
"L",5.85902777777778,288.416946593396,3.35445773425205
"L",6.83958333333333,305.634508804933,3.05382731469663
"L",8.91666666666667,327.250539040071,3.26017158643551
"L",10.8784722222222,340.715055770285,3.08525317289509
"L",13.125,346.610096809909,3.18469395126673
"L",15.8541666666667,352.1108651229,2.27658368629509
"L",18.9097222222222,355.796387055669,2.20312269539643
"L",22.8611111111111,361.011120593245,3.51171588747004
"L",27.1458333333333,365.08363119899,3.57249231208499
"C",0,0,0
"C",0.840277777777778,70.1144785809154,3.11218843715632
"C",1.84375,176.825047439722,3.36950102940779
"C",2.85069444444444,294.25657356808,2.49333620956845
"C",3.80902777777778,362.9543079928,4.82139342086405
"C",4.86111111111111,401.681640491921,3.68513146584184
"C",5.85902777777778,423.297151500742,4.03314048064945
"C",6.83958333333333,439.382346158918,3.91168629476359
"C",8.91666666666667,459.721699192406,5.13697684330022
"C",10.8784722222222,474.316964277824,5.31112473692538
"C",13.125,483.378482975683,5.54312832412341
"C",15.8541666666667,491.12647172307,6.85496720057062
"C",18.9097222222222,497.045942788178,7.12122574775911
"C",22.8611111111111,504.499695744502,7.36059315456119
"C",27.1458333333333,509.711819720604,8.01602043574257
"L",0,0,0
"L",0.840277777777778,1.65891237900883,0.666232616126986
"L",1.84375,22.9904619893134,2.88141261856532
"L",2.85069444444444,111.369572044229,1.91018897252551
"L",3.80902777777778,204.360452911085,3.47664852955527
"L",4.86111111111111,262.017777941985,3.0996179506259
"L",5.85902777777778,288.416946593396,3.35445773425204
"L",6.83958333333333,305.634508804933,3.05382731469664
"L",8.91666666666667,327.250539040071,3.26017158643556
"L",10.8784722222222,340.715055770285,3.08525317289504
"L",13.125,346.610096809909,3.1846939512667
"L",15.8541666666667,352.1108651229,2.27658368629506
"L",18.9097222222222,355.79638705567,2.20312269539649
"L",22.8611111111111,361.011120593245,3.51171588747003
"L",27.1458333333333,365.08363119899,3.57249231208487
"C",0,0,0
"C",0.840277777777778,79.9468797577189,2.29652194592103
"C",1.84375,191.225762194499,2.89232645356509
"C",2.85069444444444,299.779333652433,3.17293337225736
"C",3.80902777777778,362.647350339486,4.05386065797255
"C",4.86111111111111,399.611177280853,4.28903864660527
"C",5.85902777777778,421.308014916535,4.79840279674264
"C",6.83958333333333,437.095285244889,4.92060191246936
"C",8.91666666666667,457.661181262807,5.65050875602931
"C",10.8784722222222,471.54143377647,6.09714589375248
"C",13.125,480.841586180296,6.41585596813962
"C",15.8541666666667,489.489932442685,7.31475776651376
"C",18.9097222222222,496.209981166242,7.70223572232393
"C",22.8611111111111,503.58902754741,7.8744431779776
"C",27.1458333333333,509.711819720604,8.01602043574258
"L",0,0,0
"L",0.840277777777778,-0.00439596411275123,0.647473339499484
"L",1.84375,16.0177523597534,0.629936645793031
"L",2.85069444444444,97.8642228114149,3.38802252221098
"L",3.80902777777778,192.300047562204,2.42189469541668
"L",4.86111111111111,256.598517239425,1.82854663553224
"L",5.85902777777778,287.862985658601,1.8789999348237
"L",6.83958333333333,307.497903013898,2.09102088621253
"L",8.91666666666667,328.66960849294,2.49830983701907
"L",10.8784722222222,341.18141472571,2.53180064994965
"L",13.125,347.249751484308,2.57248746705552
"L",15.8541666666667,352.397681669665,2.76353520763814
"L",18.9097222222222,356.431286191004,2.98811080476968
"L",22.8611111111111,360.791041802802,3.65063964124411
"L",27.1458333333333,365.08363119899,3.57249231208493
